id	string
1800745	u,I’m tired of dealing with you. I’m leaving.\0
1800746	a,When are you going to stop? I slowly started to be tired of it.\0
1800747	a,Message from Santa Claus: Many blessings to $s1, who saved me~\0
1800748	a,I am already dead. You cannot kill me again...\0
1800749	a,Oh followers of the Dragon of Darkness, fight by my side!\0
1800750	a,The Dragon Race... are invading... Prepare... for battle...\0
1800751	a,$s1 rescued Santa Claus of $s2 territory from the turkey.\0
1800752	a,Santa Rescue Success!\0
1800753	a,$s1 received +$s2 $s3 through the weapon exchange coupon.\0
1800754	a,Don't go prattling on!\0
1800755	a,You lowlifes with not even an ounce of pride! You're not worthy of opposing me!\0
1800756	u,Where am I? This doesn't look right at all… Oink oink!\0
1800757	u,What's going on… How did I get here... Oink oink!\0
1800758	u,Not again, please leave me alone… Oink oink!\0
1800759	a,Wow! I feel so warm and fuzzy now!\0
1800760	a,I feel so happy now.\0
1800761	a,Words cannot express my happiness!\0
1800762	u,What's this feeling? Is this… happiness?\0
1800763	u,I'm feeling, less angry… what is this witchcraft?\0
1800764	a,Amazing. My hatred is completely gone!\0
1800765	u,Urge to kill lessening… lessening…\0
1800766	a,I'm all sorts of warm and fluffy now.\0
1800767	a,What's this? Food?\0
1800768	u,Not thanks… I… I think I'm good now.\0
1800769	u,Cheap move… I thought this was going to be fair.\0
1800770	a,Fortune Timer: Reward increases 2 times if completed within 10 seconds!\0
1800771	a,Fortune Timer: Reward increases 2 times if completed within 40 seconds!\0
1800772	a,40 seconds are remaining.\0
1800773	a,39 seconds are remaining.\0
1800774	a,38 seconds are remaining.\0
1800775	a,37 seconds are remaining.\0
1800776	a,36 seconds are remaining.\0
1800777	a,35 seconds are remaining.\0
1800778	a,34 seconds are remaining.\0
1800779	a,33 seconds are remaining.\0
1800780	a,32 seconds are remaining.\0
1800781	a,31 seconds are remaining.\0
1800782	a,30 seconds are remaining.\0
1800783	a,29 seconds are remaining.\0
1800784	a,28 seconds are remaining.\0
1800785	a,27 seconds are remaining.\0
1800786	a,26 seconds are remaining.\0
1800787	a,25 seconds are remaining.\0
1800788	a,24 seconds are remaining.\0
1800789	a,23 seconds are remaining.\0
1800790	a,22 seconds are remaining.\0
1800791	a,21 seconds are remaining.\0
1800792	a,20 seconds are remaining.\0
1800793	a,19 seconds are remaining.\0
1800794	a,18 seconds are remaining.\0
1800795	a,17 seconds are remaining.\0
1800796	a,16 seconds are remaining.\0
1800797	a,15 seconds are remaining.\0
1800798	a,14 seconds are remaining.\0
1800799	a,13 seconds are remaining.\0
1800800	a,12 seconds are remaining.\0
1800801	a,11 seconds are remaining.\0
1800802	a,10 seconds are remaining.\0
1800803	a,9 seconds are remaining.\0
1800804	a,8 seconds are remaining.\0
1800805	a,7 seconds are remaining.\0
1800806	a,6 seconds are remaining.\0
1800807	a,5 seconds are remaining.\0
1800808	a,4 seconds are remaining.\0
1800809	a,3 seconds are remaining.\0
1800810	a,2 seconds are remaining.\0
1800811	a,1 seconds are remaining.\0
1800812	a,Time up!\0
1800813	a,Mission failed!\0
1800814	a,Mission success!\0
1800815	a,I'll kill you later, right now I'm raging at this guy.\0
1800816	a,I'll nibble your toes off! *Quick, use the Bunny Pacifier Juice*\0
1800817	a,Here comes the furry flurry of fury! *Quick, use the Bunny Pacifier Juice*\0
1800818	a,I don't feel like killing anymore. Thanks, $s1~\0
1800819	a,Squeee! Are you a rabbit whisperer $s1, cause I feel great.\0
1800820	a,Boy, the next time I feel like going on a rampage I hope you are there $s1!\0
1800821	a,I hope your happy because I'm not. Next time try bringing some friends.\0
1800822	u,Rage level is rising… FEEL MY RAGE!\0
1800823	a,Sniff sniff~ Do you smell the scent of a fresh-baked baguette?\0
1800824	a,Who am I~? Let me know if you wanna buy my bread~~\0
1800825	a,I just want to make your weapons stronger~ Abra Kadabra~!\0
1800826	a,What? You don't like it? What's the matter with you~ Like an amateur!\0
1800827	a,Hey~ Did you tell a lie on April Fool's Day? Don't talk to me if you didn't~!\0
1800828	a,Grunt... What's... wrong with me...\0
1800829	a,...Grunt... Oh...\0
1800830	a,The grave robber warrior has been filled with dark energy and is attacking you!\0
1800831	a,The altar guardian is scrutinizing you!! \\nThose who dare to challenge using the power of evil shall be punished with death.\0
1800832	a,Wait... Wait! Stop! Save me, and I'll give you 10,000,000 adena!!\0
1800833	a,I... don't want to fight...\0
1800834	a,Is this really necessary...?\0
1800835	a,Th... Thanks... I could have become good friends with you...\0
1800836	a,I'll give you 10,000,000 adena, like I promised! I might be an orc who keeps my promises!\0
1800837	a,Thanks, but that thing about 10,000,000 adena was a lie! See ya!!\0
1800838	a,You're pretty dumb to believe me!\0
1800839	a,Ugh... A curse upon you...!\0
1800840	a,I really... didn't want... to fight...\0
1800841	a,Kasha's Eye is scrutinizing you!!\0
1800842	a,The Kasha's Eye gives you a strange feeling.\0
1800843	a,The evil aura of the Kasha's Eye seems to be increasing quickly!!\0
1800844	a,I protect the altar! You can't escape the altar!\0
1800845	a,$s1! That stranger must be defeated. Here is the ultimate help!\0
1800846	a,Look here!! $s1. Don't fall too far behind.\0
1800847	a,Well done. $s1. Your help is much appreciated.\0
1800848	a,Who has awakened us from our slumber?\0
1800849	a,All will pay a severe price to me and these here.\0
1800850	a,Shyeed's cry is steadily dying down.\0
1800851	a,Alert! Alert! Damage detection recognized. Countermeasures enabled.\0
1800852	a,Target recognition achieved. Attack sequence commencing.\0
1800853	a,Target. Threat. Level. Launching. Strongest. Countermeasure.\0
1800854	a,The purification field is being attacked. Guardian Spirits! Protect the Magic Force!!\0
1800855	a,Protect the Braziers of Purity at all costs!!\0
1800856	a,Defend our domain even at risk of your own life!\0
1800857	a,Peunglui muglanep!\0
1800858	a,Naia waganagel peutagun!\0
1800859	a,Drive device partial destruction impulse result\0
1800860	a,Even the Magic Force  binds you, you  will never be forgiven...\0
1800861	a,Oh giants, an intruder has been discovered.\0
1800862	a,All is vanity! but this cannot be the end!\0
1800863	a,Those who are in front of my eyes! will be destroyed!\0
1800864	a,I am tired! Do not wake me up again!\0
1800865	a, Intruder detected \0
1800866	a,The candles can lead you to Zaken. Destroy him\0
1800867	a,Who dares awaken the mighty Zaken?\0
1800868	a,Ye not be finding me below the drink!\0
1800869	a,Ye must be three sheets to the wind if yer lookin for me there.\0
1800870	a,Ye not be finding me in the Crows Nest.\0
1800871	a,Sorry but this is all I have.. Give me a break!\0
1800872	a,Peunglui muglanep Naia waganagel peutagun!\0
1800873	a,Drive device entire destruction moving suspension\0
1800874	a,Ah ah... From the Magic Force,  no more... I will be freed\0
1800875	a,You guys are detected!\0
1800876	a,What kind of creatures are you!\0
1800877	a,$s2 of level $s1 is acquired\0
1800878	a,Life Stone from the Beginning acquired\0
1800879	a,When inventory weight/number are more than 80%, the Life Stone from the Beginning cannot be acquired.\0
1800880	a,You are under my thumb!!\0
1800881	a,20 minutes are added to the  remaining time in the Instant Zone.\0
1800882	a,Hurry hurry\0
1800883	a,I am not that type of person who stays in one place for a long time\0
1800884	a,It's hard for me to keep standing like this\0
1800885	a,Why don't I go that way this time\0
1800886	a,Welcome!\0
1800887	a,Is that it? Is that the extent of your abilities? Put in a little more effort!!\0
1800888	a,Your abilities are pitiful... You are far from a worthy opponent.\0
1800889	a,Even after death you order me to wander around looking for the scapegoats!\0
1800890	a,Here goes the Heatstroke! If you can withstand the hot heatstroke up to the 3rd stage, the Sultriness will come to you.\0
1800891	a,Just you wait! Humidity is a blistering fireball which can easily withstand plenty of Cool Air Cannon attacks!\0
1800892	a,In order to defeat Humidity, you must obtain the Headstroke Prevention Effect from Doctor Ice and fire more than 10 rounds of the Cool Air Cannon on it!\0
1800893	a,You are here, $s1! I'll teach you a lesson! Bring it on!\0
1800894	a,That's cold! Isn't it one of those Cool Packs? I hate anything that's cold!\0
1800895	a,Huh! You've missed! Is that all you have?\0
1800896	a,I will give you precious things that I have stolen. So stop bothering me!\0
1800897	a,I was going to give you a jackpot item. You don't have enough inventory room. See you next time.\0
1800898	a,$s1 defeated the Sultriness and acquired item S84\0
1800899	a,$s1 defeated the Sultriness and acquired item S80\0
1800900	a,I am not here for you! Your Cool Pack attack does not work against me!\0
1800901	a,Uh oh? Where are you hiding? There is nobody who matches my skills? Well, I guess I'd better get going....\0
1800902	a,Why are you not responding? You don't even have any Cool Packs! You can't fight me!\0
1800903	a,Oh~! Where I be~? Who call me~?\0
1800904	a,Tada~! It's a watermelon~!\0
1800905	a,>_<... Did ya call me...?\0
1800906	a,Enter the watermelon~! It's gonna grow and grow from now on!\0
1800907	a,Oh, ouch~! Did I see you before~?\0
1800908	a,A new season! Summer is all about the watermelon~!\0
1800909	a,Did ya call~? Ho! Thought you'd get something~?^^\0
1800910	a,Do you want to see my beautiful self~?\0
1800911	a,Hohoho! Let's do it together~!\0
1800912	a,It's a giant watermelon if you raise it right~ And a watermelon slice if you mess up~!\0
1800913	a,Tada~ Transformation~ complete~!\0
1800914	a,Am I a rain watermelon? Or a defective watermelon?\0
1800915	a,Now! I've gotten big~! Everyone, come at me!\0
1800916	a,Get bigger~ Get stronger~! Tell me your wish~~!\0
1800917	a,A watermelon slice's wish! But I'm bigger already?\0
1800918	a,A large watermelon's wish! Well, try to break me!\0
1800919	a,I'm done growing~! I'm running away now~^^\0
1800920	a,If you let me go, I'll give you ten million adena!\0
1800921	a,Freedom~! What do you think I have inside?\0
1800922	a,OK~ OK~ Good job. You know what to do next, right?\0
1800923	a,Look here! Do it right! You spilled! This precious...\0
1800924	a,Ah~ Refreshing! Spray a little more~!\0
1800925	a,Gulp gulp~ Great! But isn't there more?\0
1800926	a,Can't you even aim right? Have you even been to the army?\0
1800927	a,Did you mix this with water~? Why's it taste like this~!\0
1800928	a,Oh! Good! Do a little more. Yeah~\0
1800929	a,Hoho! It's not there! Over here~! Am I so small that you can even spray me right?\0
1800930	a,Yuck! What is this~! Are you sure this is nectar~?\0
1800931	a,Do your best~! I become a big watermelon after just five bottles~!\0
1800932	a,Of course~! Watermelon is the best nectar! Hahaha~!\0
1800933	a,Ahh! Good~ >_< Slap slap me~\0
1800934	a,Oww! You're just beating me now~ Give me nectar~\0
1800935	a,Look~!! It's gonna break~!\0
1800936	a,Now! Are you trying to eat without doing the work? Fine~ Do what you want~ I'll hate you if you don't give me any nectar!\0
1800937	a,Hit me more! Hit me more!\0
1800938	a,I'm gonna wither like this~ Damn it~!\0
1800939	a,Hey you~ If I die like this, there'll be no item either~ Are you really so stingy with the nectar?\0
1800940	a,It's just a little more!! Good luck~!\0
1800941	a,Save me~ I'm about to die without tasting nectar even once~\0
1800942	a,If I die like this, I'll just be a watermelon slice~!\0
1800943	a,I'm getting stronger~? I think I'll be able to run away in 30 seconds~ Hoho~\0
1800944	a,It's goodbye after 20 seconds~!\0
1800945	a,Yeah, 10 seconds left~! 9... 8... 7...!\0
1800946	a,I'm leaving in 2 minutes if you don't give me any nectar~!\0
1800947	a,I'm leaving in 1 minutes if you don't give me any nectar~!\0
1800948	a,I'm leaving now~! Then, goodbye~!\0
1800949	a,Sorry, but this large watermelon is disappearing here~!\0
1800950	a,Too late~! Have a good time~!\0
1800951	a,Ding ding~ That's the bell. Put away your weapons and try for next time~!\0
1800952	a,Too bad~! You raised it up, too! -_-\0
1800953	a,Oh~ What a nice sound~\0
1800954	a,The instrument is nice, but there's no song. Shall I sing for you?\0
1800955	a,What beautiful music!\0
1800956	a,I feel good~ Play some more!\0
1800957	a,My heart is being captured by the sound of Crono!\0
1800958	a,Get the notes right~! Hey old man~ That was wrong!\0
1800959	a,I like it~!\0
1800960	a,Ooh~~ My body wants to open!\0
1800961	a,Oh~! This chord! My heart is being torn! Play a little more!\0
1800962	a,It's this~ This! I wanted this sound! Why don't you try becoming a singer?\0
1800963	a,You can try a hundred times on this~ You won't get anything good~!\0
1800964	a,It hurts~! Play just the instrument~!\0
1800965	a,Only good music can open my body!\0
1800966	a,Not this, but you know, that~ What you got as a Chronicle souvenir. Play with that!\0
1800967	a,Why~ You have no music? Boring... I'm leaving now~\0
1800968	a,Not those sharp things~! Use the ones that make nice sounds!\0
1800969	a,Large watermelons only open with music~ Just striking with a weapon won't work~!\0
1800970	a,Strike with music~! Not with something like this. You need music~!\0
1800971	a,You're pretty amazing~! But it's all for nothing~~!\0
1800972	a,Use that on monsters, OK? I want Crono~!\0
1800973	a,Everyone~ The watermelon is breaking!!!\0
1800974	a,It's like a watermelon slice~!\0
1800975	a,A goblin is coming out(?)!\0
1800976	a,Large watermelon~! Make a wish!!\0
1800977	a,Don't tell anyone about my death~\0
1800978	a,Ugh~ The red juice is flowing out!\0
1800979	a,This is all~\0
1800980	a,Kyaahh!!! I'm mad...!\0
1800981	a,Everyone~ This watermelon broke open!! The item is falling out!\0
1800982	a,Oh! It burst! The contents are spilling out~\0
1800983	a,Hohoho~ Play better!\0
1800984	a,Oh~!! You're very talented, huh~?\0
1800985	a,Play some more! More!  More!  More!\0
1800986	a,I eat hits and grow!!\0
1800987	a,Buck up~ There isn't much time~\0
1800988	a,Do you think I'll burst with just that~?\0
1800989	a,What a nice attack~ You might be able to kill a passing fly~\0
1800990	a,Right there! A little to the right~! Ah~ Refreshing.\0
1800991	a,You call that hitting? Bring some more talented friends!\0
1800992	a,Don't think! Just hit! We're hitting!\0
1800993	a,I need nectar~ Gourd nectar!\0
1800994	a,I can only grow by drinking nectar~\0
1800995	a,Grow me quick! If you're good, it's a large watermelon. If you're bad, it a watermelon slice~!\0
1800996	a,Gimme nectar~ I'm hungry~\0
1800997	a,Hurry and bring me nectar... Not a necktie~... (sorry)\0
1800998	a,Bring me nectar. Then, I'll drink and grow!\0
1800999	a,You wanna eat a tiny watermelon like me? Try giving me some nectar. I'll get huge~!\0
1801000	a,Hehehe... Grow me well and you'll get a reward. Grow me bad and who knows what'll happen~\0
1801001	a,You want a large watermelon? I'd like to be a watermelon slice~\0
1801002	a,Trust me and bring me some nectar!! I'll become a large watermelon for you~!\0
1801003	a,I see. Beleth has recovered all of its magic power. What remains here is just its trace.\0
1801004	a,Command Channel Leader $s1, Beleth's Ring has been acquired.\0
1801005	a,You summoned me, so you must be confident, huh? Here I come! Jack game!\0
1801006	a,Hello. Let's have a good Jack game.\0
1801007	a,I'm starting! Now, show me the card you want!\0
1801008	a,We'll start now! Show me the card you want!\0
1801009	a,I'm showing the Rotten Pumpkin Card!\0
1801010	a,I'll be showing the Rotten Pumpkin Card!\0
1801011	a,I'm showing the Jack Pumpkin Card!\0
1801012	a,I'll be showing the Jack Pumpkin Card!\0
1801013	a,That's my precious Fantastic Chocolate Banana Ultra Favor Candy!!! I'm definitely winning the next round!!\0
1801014	a,It's my precious candy, but... I'll happily give it to you~!\0
1801015	a,The candy fell. I'll give you my toy chest instead.\0
1801016	a,Since the candy fell, I will give you my toy chest instead.\0
1801017	a,You're not peeking at my card, are you? This time, I'll wager a special scroll.\0
1801018	a,We're getting serious now. If you win again, I'll give you a special scroll.\0
1801019	a,You could probably enter the underworld pro league!\0
1801020	a,Even pros can't do this much. You're amazing.\0
1801021	a,Who's the monster here?! This time, I'll bet my precious Transformation Stick.\0
1801022	a,I lost again. I won't lose this time. I'm betting my Transformation Stick.\0
1801023	a,Lost again! Hmph. Next time, I'll bet an incredible gift! Wait for it if you want!\0
1801024	a,You're too good. Next time, I'll give you an incredible gift! Please wait for you.\0
1801025	a,My pride can't handle you winning anymore!\0
1801026	a,I would be embarrassing to lose again here...\0
1801027	a,What's your name? I'm gonna remember you!\0
1801028	a,People from the above ground world are really good at games.\0
1801029	a,You've played a lot in the underworld, haven't you?!\0
1801030	a,I've never met someone so good before.\0
1801031	a,13 wins in a row. You're pretty lucky today, huh?\0
1801032	a,I never thought I would see 13 wins in a row.\0
1801033	a,This is the highest record in my life! Next time, I'll give you my treasure -- the Golden Jack O'Lantern!\0
1801034	a,Even pros can't do 14 wins...! Next time, I will give you my treasure, the Golden Jack O'Lantern.\0
1801035	a,I can't do this anymore! You win! I acknowledge you as the best I've ever met in all my 583 years!\0
1801036	a,Playing any more is meaningless. You were my greatest opponent.\0
1801037	a,I won this round...! It was fun.\0
1801038	a,I won this round. It was enjoyable.\0
1801039	a,Above world people are so fun...! Then, see you later!\0
1801040	a,Call me again next time. I want to play again with you.\0
1801041	a,You wanna play some more? I'm out of presents, but I'll give you candy!\0
1801042	a,Will you play some more? I don't have any more presents, but I will give you candy if you win.\0
1801043	a,You're the best. Out of all the Jack's game players I've ever met... I give up!\0
1801044	a,Wowww. Awesome. Really. I have never met someone as good as you before. Now... I can't play anymore.\0
1801045	a,$s1 has won $s2 Jack's games in a row.\0
1801046	a,Congratulations! $s1 has won $s2 Jack's games in a row.\0
1801047	a,Congratulations on getting 1st place in Jack's game!\0
1801048	a,Hello~! I'm Belldandy. Congratulations on winning 1st place in Jack's game... If you go and find my sibling Skooldie in the village, you'll get an amazing gift! Let's play Jack's game again!\0
1801049	a,Hmm. You're playing Jack's game for the first time, huh? You couldn't even take out your card at the right time~! My goodness...\0
1801050	a,Oh. You're not very familiar with Jack's game, right? You didn't take out your card at the right time...\0
1801051	a,You have to use the card skill on the mask before the gauge above my head disappears.\0
1801052	a,You must use the card skill on the mask before the gauge above my head disappears.\0
1801053	a,If you show the same card as me, you win. If they're different, I win. Understand? Now, let's go!\0
1801054	a,You will win if you show the same card as me. It's my victory if the cards are different. Well, let's start again~\0
1801055	a,Ack! You didn't show a card? You have to use the card skill before the gauge disappears. Hmph. Then, I'm going.\0
1801056	a,Ahh. You didn't show a card. You must use the card skill at the right time. It's unfortunate. Then, I will go now~\0
1801057	a,Let's learn about the Jack's game together~! You can play with me 3 times.\0
1801058	a,Let's start! Show the card you want! The card skill is attached to the mask.\0
1801059	a,You showed the same card as me, so you win.\0
1801060	a,You showed a different card from me, so you lose.\0
1801061	a,That was practice, so there's no candy even if you win~\0
1801062	a,It's unfortunate. Let's practice one more time.\0
1801063	a,You gotta show the card at the right time. Use the card skill you want before the gauge above my head disappears!\0
1801064	a,The card skills are attached to the Jack O'Lantern mask, right? That's what you use.\0
1801065	a,You win if you show the same card as me, and I win if the cards are different. OK, let's go~\0
1801066	a,You didn't show a card again? We'll try again later. I'm gonna go now~\0
1801067	a,Now, do you understand a little about Jack's game? The real game's with Uldie and Belldandy. Well, see you later!\0
1801068	a,Hahahaha!\0
1801069	a,Where are you looking?\0
1801070	a,I'm right here.\0
1801071	a,Annoying concentration attacks are disrupting Valakas's concentration!\\nIf it continues, you may get a great opportunity!\0
1801072	a,Some warrior's blow has left a huge gash between the great scales of Valakas!\\nValakas's P. Def. is greatly decreased!\0
1801073	a,Annoying concentration attacks overwhelmed Valakas, making it forget its rage and become distracted!\0
1801074	a,Long-range concentration attacks have enraged Valakas!\\nIf you continue, it may become a dangerous situation!\0
1801075	a,Because the cowardly counterattacks continued, Valakas's fury has reached its maximum!\\nValakas's P. Atk. is greatly increased!\0
1801076	a,Valakas has been enraged by the long-range concentration attacks and is coming toward its target with even greater zeal!\0
1801077	a,Listen, oh Tantas! I have returned! The Prophet Yugoros of the Black Abyss is with me, so do not be afraid!\0
1801078	a,Welcome, $s1! Let us see if you have brought a worthy offering for the Black Abyss!\0
1801079	a,What a formidable foe! But I have the Abyss Weed given to me by the Black Abyss! Let me see...\0
1801080	a,Muhahaha! Ah, this burning sensation in my mouth! The power of the Black Abyss is reviving me!\0
1801081	a,No! How dare you stop me from using the Abyss Weed... Do you know what you have done?!\0
1801082	a,A limp creature like this is unworthy to be an offering... You have no right to sacrifice to the Black Abyss!\0
1801083	a,Listen, oh Tantas! The Black Abyss is famished! Find some fresh offerings!\0
1801084	a,Ah... How could I lose... Oh, Black Abyss, receive me...\0
1801085	a,Alarm system destroyed. Intruder excluded.\0
1801086	a,Begin stage 1\0
1801087	a,Begin stage 2\0
1801088	a,Begin stage 3\0
1801089	a,Begin stage 4\0
1801090	a,Time remaining until next battle\0
1801091	a,The beast ate the feed, but it isn't showing a response, perhaps because it's already full.\0
1801092	a,The beast spit out the feed instead of eating it.\0
1801093	a,The beast spit out the feed and is instead attacking you!\0
1801094	a,$s1 is leaving you because you don't have enough Golden Spices.\0
1801095	a,$s1 is leaving you because you don't have enough Crystal Spices.\0
1801096	a,$s1. May the protection of the gods be upon you!\0
1801097	a,Freya has started to move.\0
1801098	a,How could I... fall... in a place like this...\0
1801099	a,I can finally take a breather. By the way, who are you? Hmm... I think I know who sent you. \0
1801100	a,$s1 of Balance\0
1801101	a,Swift $s1\0
1801102	a,$s1 of Blessing\0
1801103	a,Sharp $s1\0
1801104	a,Useful $s1\0
1801105	a,Reckless $s1\0
1801106	a,Alpen Kookaburra\0
1801107	a,Alpen Cougar\0
1801108	a,Alpen Buffalo\0
1801109	a,Alpen Grendel\0
1801110	a,Battle end limit time\0
1801111	a,Strong magic power can be felt from somewhere!!\0
1801112	a,How dare you attack my recruits!!\0
1801113	a,Who is disrupting the order?!\0
1801114	a,The drillmaster is dead!\0
1801115	a,Line up the ranks!!\0
1801116	a,I brought the food.\0
1801117	a,Come and eat.\0
1801118	a,Looks delicious.\0
1801119	a,Let's go eat.\0
1801120	a,Archer. Give your breath for the intruder!\0
1801121	a,My knights. Show your loyalty!!\0
1801122	a,I can take it no longer!!!\0
1801123	a,Archer. Heed my call!\0
1801124	a,The space feels like its gradually starting to shake.\0
1801125	a,I can no longer stand by.\0
1801126	a,Taklacan is gathering its strength and launching an attack.\0
1801127	a,Taklacan received Cokrakon and became weaker.\0
1801128	a,Cokrakon's power can be felt nearby.\0
1801129	a,Taklacan is preparing to hide itself.\0
1801130	a,Taklacan disappears into the space of futility with a roar.\0
1801131	a,Torumba's body is starting to move.\0
1801132	a,A response can be felt from Torumba's tough skin.\0
1801133	a,A mark remains on Torumba's tough skin.\0
1801134	a,The light is beginning to weaken in Torumba's eyes.\0
1801135	a,Torumba's left leg was damaged.\0
1801136	a,Torumba's right leg was damaged.\0
1801137	a,Torumba's left arm was damaged.\0
1801138	a,Torumba's right arm was damaged.\0
1801139	a,A deep wound appeared on Torumba's tough skin.\0
1801140	a,The light is slowly fading from Torumba's eyes.\0
1801141	a,Torumba is preparing to hide its body.\0
1801142	a,Torumba disappeared into his space.\0
1801143	a,Torumba is preparing to hide itself in the twisted space.\0
1801144	a,Dopagen has started to move.\0
1801145	a,Leptilikon's energy feels like it's being condensed.\0
1801146	a,Dopagen is preparing to hide itself with a strange scent.\0
1801147	a,Dopagen is preparing to hide itself.\0
1801148	a,Dopagen is disappearing in between the twisted space.\0
1801149	a,Maguen appearance!!!\0
1801150	a,Enough Maguen Plasma - Bistakon have gathered.\0
1801151	a,Enough Maguen Plasma - Cokrakon have gathered.\0
1801152	a,Enough Maguen Plasma - Leptilikon have gathered.\0
1801153	a,The plasmas have filled the aeroscope and are harmonized.\0
1801154	a,The plasmas have filled the aeroscope but they are ramming into each other, exploding, and dying.\0
1801155	a,Amazing. $s1 took 100 of these soul stone fragments. What a complete swindler.\0
1801156	a,Hmm? Hey, did you give $s1 something? But it was just 1. Haha.\0
1801157	a,$s1 pulled one with $s2 digits. Lucky~ Not bad~\0
1801158	a,It's better than losing it all, right? Or does this feel worse?\0
1801159	a,Ahem~!  $s1 has no luck at all. Try praying.\0
1801160	a,Ah... It's over. What kind of guy is that? Damn... Fine, you $s1, take it and get outta here.\0
1801161	a,A big piece is made up of little pieces. So here's a little piece~\0
1801162	a,You don't feel bad, right? Are you sad? But don't cry~\0
1801163	a,OK~ Who's next? It all depends on your fate and luck, right? At least come and take a look.\0
1801164	a,No one else? Don't worry~ I don't bite. Haha~!\0
1801165	a,There was someone who won 10,000 from me. A warrior shouldn't just be good at fighting, right? You've gotta be good in everything.\0
1801166	a,OK~ Master of luck? That's you? Haha~! Well, anyone can come after all.\0
1801167	a,Shedding blood is a given on the battlefield. At least it's safe here.\0
1801168	a,Gasp!\0
1801169	a,Is it still long off?\0
1801170	a,Is Ermian well? Even I can't believe that I survived in a place like this...\0
1801171	a,I don't know how long it's been since I parted company with you... Time doesn't seem to move... It just feels too long...\0
1801172	a,Sorry to say this, but... The place you struck me before now hurts greatly...\0
1801173	a,Ugh... I'm sorry... It looks like this is it for me... I wanted to live and see my family...\0
1801174	a,Where are you? I can't see anything.\0
1801175	a,Where are you, really? I can't follow you like this.\0
1801176	a,I'm sorry... This is it for me.\0
1801177	a,Sob~ To see Ermian again... Can I go to my family now?\0
1801178	u,Feel kind of funny… but also so joyful.\0
1801179	u,I'm feeling, less angry… what is this witchcraft?\0
1801180	u,Whew… I need a nap now.\0
1801181	u,That tickles… I still want you dead.\0
1801182	a,I'm on cloud nine!\0
1801183	a,Thanks for taking care of my rage $s1!\0
1801184	a,Squeee! Are you a rabbit whisperer $s1, cause I feel great.\0
1801185	a,Boy, the next time I feel like going on a rampage I hope you are there $s1!\0
1801186	a,Wow! I feel so warm and fuzzy now!\0
1801187	a,I feel so happy now.\0
1801188	a,Words cannot express my happiness!\0
1801189	a,Magic power so strong that it could make you lose your mind can be felt from somewhere!!\0
1801190	a,Even though you bring something called a gift among your humans, it would just be problematic for me...\0
1801191	a,I just don't know what expression I should have it appeared on me. Are human's emotions like this feeling?\0
1801192	a,The feeling of thanks is just too much distant memory for me...\0
1801193	a,But I kind of miss it... Like I had felt this feeling before...\0
1801194	a,I am Ice Queen Freya... This feeling and emotion are nothing but a part of Melissa'a memories.\0
1801195	a,Dear $s1... Think of this as my appreciation for the gift. Take this with you. There's nothing strange about it. It's just a bit of my capriciousness...\0
1801196	a,The kindness of somebody is not a bad feeling... Dear $s1, I will take this gift out of respect your kindness.\0
1801197	a,$s1 $s2 $s3 minute(s) remaining!\0
11001	a,To the Primeval Isle\0
11002	a,To the Primeval Isle (In Progress)\0
11003	a,To the Primeval Isle (Done)\0
11101	a,Elrokian Hunters\0
11102	a,Elrokian Hunter's Proof (In Progress)\0
11103	a,Elrokian Hunter's Proof (Done)\0
12401	a,Meeting the Elroki\0
12402	a,Meeting the Elroki (In Progress)\0
12403	a,Meeting the Elroki (Done)\0
12501	a,The Name of Evil 1\0
12502	a,The Name of Evil 1 (In Progress)\0
12503	a,The Name of Evil 1 (Done)\0
12601	a,The Name of Evil 2\0
12602	a,The Name of Evil 2 (In Progress)\0
12603	a,The Name of Evil 2 (Done)\0
51001	a,A Clan's Reputation\0
51002	a,A Clan's Reputation (In Progress)\0
64101	a,Sailren's Charge!\0
64102	a,Sailren's Charge! (In Progress)\0
64201	a,A Powerful Primeval Creature\0
64202	a,A Powerful Primeval Creature (In Progress)\0
64301	a,Rise and Fall of the Elroki Tribe\0
64302	a,Rise and Fall of the Elroki Tribe (In Progress)\0
66201	a,A Game of Cards\0
66202	a,A Game of Cards (In Progress)\0
66301	a,Seductive Whispers\0
66302	a,Seductive Whispers (In Progress)\0
68801	a,Defeat the Elrokian Raiders! \0
68802	a,Defeat the Elrokian Raiders! (In Progress)\0
66300	a,No such card\0
66311	a,<font color="ff453d"> Sun Card: 1 </font>\0
66312	a,<font color="ff453d"> Sun Card: 2 </font>\0
66313	a,<font color="ff453d"> Sun Card: 3 </font>\0
66314	a,<font color="ff453d"> Sun Card: 4 </font>\0
66315	a,<font color="ff453d"> Sun Card: 5 </font>\0
66321	a,<font color="fff802"> Moon Card: 1 </font>\0
66322	a,<font color="fff802"> Moon Card: 2 </font>\0
66323	a,<font color="fff802"> Moon Card: 3 </font>\0
66324	a,<font color="fff802"> Moon Card: 4 </font>\0
66325	a,<font color="fff802"> Moon Card: 5 </font>\0
35051	a,$s1 has earned a stage $s2 Blue Soul Crystal.\0
35052	a,$s1 has earned a stage $s2 Red Soul Crystal.\0
35053	a,$s1 has earned a stage $s2 Green Soul Crystal.\0
35054	a,$s1 has earned a Stage $s2 Blue Cursed Soul Crystal.\0
35055	a,$s1 has earned a Stage $s2 Red Cursed Soul Crystal.\0
